YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2025-03,WEEKENDS/HOLIDAY,22,TRAIN,DT6,858,2196
2025-03,WEEKDAY,12,TRAIN,PW7,2721,2345
2025-03,WEEKDAY,17,TRAIN,CC26,26130,5064
2025-03,WEEKDAY,18,TRAIN,DT8,15450,9363
2025-03,WEEKDAY,19,TRAIN,PW2,171,61
2025-03,WEEKENDS/HOLIDAY,20,TRAIN,DT13,7113,4978
2025-03,WEEKDAY,19,TRAIN,DT3,4407,18044
2025-03,WEEKDAY,9,TRAIN,DT7,5221,4593
2025-03,WEEKDAY,6,TRAIN,TE18,1143,2727
2025-03,WEEKENDS/HOLIDAY,18,TRAIN,BP5,1328,1403
2025-03,WEEKENDS/HOLIDAY,10,TRAIN,SW4,2694,1125
2025-03,WEEKENDS/HOLIDAY,9,TRAIN,NS10,27000,12302
2025-03,WEEKDAY,6,TRAIN,CC16,7087,4008
2025-03,WEEKDAY,12,TRAIN,NS2,21780,18343
2025-03,WEEKDAY,16,TRAIN,NS23,40807,36584
2025-03,WEEKENDS/HOLIDAY,5,TRAIN,DT13,97,15
2025-03,WEEKDAY,11,TRAIN,PW1,1188,2545
2025-03,WEEKENDS/HOLIDAY,14,TRAIN,TE15,6300,7119
2025-03,WEEKDAY,7,TRAIN,TE8,14456,8292
2025-03,WEEKENDS/HOLIDAY,13,TRAIN,DT6,3919,3427
2025-03,WEEKDAY,17,TRAIN,BP2,3077,4866
2025-03,WEEKDAY,14,TRAIN,EW26,22065,18843
2025-03,WEEKENDS/HOLIDAY,16,TRAIN,CE1/DT16,33479,28868
2025-03,WEEKDAY,11,TRAIN,BP11,3197,1607
2025-03,WEEKENDS/HOLIDAY,21,TRAIN,EW24/NS1,55792,18071
2025-03,WEEKDAY,7,TRAIN,EW14/NS26,5331,88939
2025-03,WEEKENDS/HOLIDAY,0,TRAIN,EW15,63,134
2025-03,WEEKDAY,17,TRAIN,PW6,2033,2811
2025-03,WEEKENDS/HOLIDAY,11,TRAIN,EW30,1148,552
2025-03,WEEKDAY,23,TRAIN,NS10,3915,22620
2025-03,WEEKENDS/HOLIDAY,19,TRAIN,EW29,8929,8768
2025-03,WEEKDAY,15,TRAIN,EW4,13836,11794
2025-03,WEEKENDS/HOLIDAY,18,TRAIN,CC10/DT26,10347,8834
2025-03,WEEKDAY,6,TRAIN,TE24,1886,592
2025-03,WEEKENDS/HOLIDAY,20,TRAIN,EW19,4750,9824
2025-03,WEEKDAY,0,TRAIN,NE10,76,412
2025-03,WEEKDAY,20,TRAIN,TE11,2699,4162
2025-03,WEEKDAY,0,TRAIN,TE18,226,154
2025-03,WEEKENDS/HOLIDAY,11,TRAIN,PE5,4222,2061
2025-03,WEEKENDS/HOLIDAY,23,TRAIN,NE16/STC,2938,11730
2025-03,WEEKDAY,14,TRAIN,NS4/BP1,29828,32297
2025-03,WEEKDAY,22,TRAIN,NE18,6716,3971
2025-03,WEEKENDS/HOLIDAY,15,TRAIN,SW4,1666,1803
2025-03,WEEKDAY,9,TRAIN,CC25,8965,13073
2025-03,WEEKENDS/HOLIDAY,22,TRAIN,NS4/BP1,8477,19269
2025-03,WEEKDAY,21,TRAIN,NE16/STC,26542,52883
2025-03,WEEKENDS/HOLIDAY,14,TRAIN,CC11,8793,6388
2025-03,WEEKDAY,18,TRAIN,TE14/NS22,146571,112459
2025-03,WEEKENDS/HOLIDAY,17,TRAIN,TE28,2289,2838
2025-03,WEEKDAY,16,TRAIN,NS9/TE2,49984,74904
2025-03,WEEKDAY,11,TRAIN,CC26,3563,2423
2025-03,WEEKDAY,11,TRAIN,DT2,2556,718
2025-03,WEEKENDS/HOLIDAY,12,TRAIN,PW2,107,94
2025-03,WEEKDAY,5,TRAIN,SE2,2822,84
2025-03,WEEKDAY,0,TRAIN,EW33,0,229
2025-03,WEEKDAY,0,TRAIN,NS8,545,2995
2025-03,WEEKENDS/HOLIDAY,16,TRAIN,NS16,22891,26611
2025-03,WEEKDAY,11,TRAIN,BP3,3763,1828
2025-03,WEEKDAY,13,TRAIN,NE17/PTC,42254,39042
2025-03,WEEKDAY,17,TRAIN,NE13,30123,38081
2025-03,WEEKDAY,23,TRAIN,CC23,1610,477
2025-03,WEEKENDS/HOLIDAY,16,TRAIN,TE24,1717,2048
2025-03,WEEKENDS/HOLIDAY,5,TRAIN,EW2/DT32,2974,423
2025-03,WEEKENDS/HOLIDAY,16,TRAIN,PE5,3123,3295
2025-03,WEEKENDS/HOLIDAY,18,TRAIN,EW29,11416,9125
2025-03,WEEKENDS/HOLIDAY,0,TRAIN,NS4/BP1,601,2786
2025-03,WEEKDAY,14,TRAIN,EW18,14305,14645
2025-03,WEEKDAY,19,TRAIN,CC23,49826,6488
2025-03,WEEKENDS/HOLIDAY,17,TRAIN,SW5,4904,5786
2025-03,WEEKENDS/HOLIDAY,11,TRAIN,NS23,10027,27415
2025-03,WEEKENDS/HOLIDAY,11,TRAIN,SE5,2106,1001
2025-03,WEEKDAY,7,TRAIN,EW19,40917,23662
2025-03,WEEKENDS/HOLIDAY,10,TRAIN,EW8/CC9,22666,50732
2025-03,WEEKDAY,9,TRAIN,PE1,5425,1425
2025-03,WEEKENDS/HOLIDAY,22,TRAIN,PW6,157,754
2025-03,WEEKENDS/HOLIDAY,23,TRAIN,DT28,703,4477
2025-03,WEEKDAY,16,TRAIN,PE6,8442,8670
2025-03,WEEKENDS/HOLIDAY,16,TRAIN,NS25/EW13,52131,45276
2025-03,WEEKENDS/HOLIDAY,5,TRAIN,CC26,114,35
2025-03,WEEKDAY,15,TRAIN,PW2,109,66
2025-03,WEEKDAY,8,TRAIN,NE16/STC,121064,24907
2025-03,WEEKDAY,11,TRAIN,DT21,6222,10136
2025-03,WEEKENDS/HOLIDAY,8,TRAIN,NS2,14432,11017
2025-03,WEEKDAY,13,TRAIN,TE27,9757,5465
2025-03,WEEKENDS/HOLIDAY,21,TRAIN,EW25,4095,7048
2025-03,WEEKENDS/HOLIDAY,17,TRAIN,PW1,1946,1970
2025-03,WEEKENDS/HOLIDAY,18,TRAIN,NS25/EW13,61120,36772
2025-03,WEEKDAY,10,TRAIN,EW7,14656,8750
2025-03,WEEKENDS/HOLIDAY,19,TRAIN,PE3,2559,4040
2025-03,WEEKENDS/HOLIDAY,20,TRAIN,CC26,1540,1793
2025-03,WEEKENDS/HOLIDAY,21,TRAIN,DT34,868,3126
2025-03,WEEKDAY,11,TRAIN,EW17,20816,18588
2025-03,WEEKDAY,17,TRAIN,EW27,88574,105961
2025-03,WEEKENDS/HOLIDAY,20,TRAIN,NE4/DT19,42023,20636
2025-03,WEEKDAY,17,TRAIN,CC16,20269,10624
2025-03,WEEKDAY,12,TRAIN,NE12/CC13,47413,50419
2025-03,WEEKDAY,22,TRAIN,TE28,1328,3254
2025-03,WEEKENDS/HOLIDAY,13,TRAIN,CC27,1364,1308
2025-03,WEEKDAY,6,TRAIN,NE17/PTC,53311,15376
2025-03,WEEKENDS/HOLIDAY,7,TRAIN,TE15,1254,2734
2025-03,WEEKENDS/HOLIDAY,10,TRAIN,TE18,3988,8304
2025-03,WEEKDAY,15,TRAIN,NE10,16402,15125
2025-03,WEEKENDS/HOLIDAY,13,TRAIN,DT23,1971,2392
2025-03,WEEKENDS/HOLIDAY,12,TRAIN,BP2,1952,1172
2025-03,WEEKENDS/HOLIDAY,20,TRAIN,NS10,11939,23717
2025-03,WEEKENDS/HOLIDAY,22,TRAIN,NS9/TE2,17951,33163
2025-03,WEEKDAY,16,TRAIN,NS3,17341,25890
2025-03,WEEKENDS/HOLIDAY,8,TRAIN,DT3,4488,2632
2025-03,WEEKENDS/HOLIDAY,8,TRAIN,DT5,7184,8281
2025-03,WEEKENDS/HOLIDAY,16,TRAIN,TE7,4236,2875
2025-03,WEEKENDS/HOLIDAY,0,TRAIN,CC20,17,139
2025-03,WEEKENDS/HOLIDAY,13,TRAIN,PE6,5337,4594
2025-03,WEEKENDS/HOLIDAY,20,TRAIN,NS8,8211,9249
2025-03,WEEKDAY,13,TRAIN,SE5,3348,2525
2025-03,WEEKDAY,20,TRAIN,CC27,9254,946
2025-03,WEEKENDS/HOLIDAY,12,TRAIN,NS8,11277,7525
2025-03,WEEKENDS/HOLIDAY,18,TRAIN,TE15,6337,6748
2025-03,WEEKENDS/HOLIDAY,6,TRAIN,SE3,1056,96
2025-03,WEEKDAY,19,TRAIN,NS20,64671,35000
2025-03,WEEKENDS/HOLIDAY,10,TRAIN,CC16,3912,3751
2025-03,WEEKENDS/HOLIDAY,16,TRAIN,CC7,3546,4387
2025-03,WEEKDAY,12,TRAIN,EW23,39675,37552
2025-03,WEEKDAY,22,TRAIN,EW17,10473,24275
2025-03,WEEKENDS/HOLIDAY,23,TRAIN,DT34,544,1265
2025-03,WEEKDAY,10,TRAIN,NE9,23777,15781
2025-03,WEEKDAY,16,TRAIN,EW17,24190,28210
2025-03,WEEKENDS/HOLIDAY,20,TRAIN,DT34,1422,3000
2025-03,WEEKDAY,9,TRAIN,EW4,22720,9882
2025-03,WEEKDAY,21,TRAIN,CC7,4354,8106
2025-03,WEEKENDS/HOLIDAY,5,TRAIN,CC7,337,25
2025-03,WEEKENDS/HOLIDAY,18,TRAIN,EW25,8747,10211
2025-03,WEEKENDS/HOLIDAY,8,TRAIN,DT17,852,3260
2025-03,WEEKDAY,19,TRAIN,PE2,3482,13013
2025-03,WEEKDAY,21,TRAIN,EW26,11108,44077
2025-03,WEEKENDS/HOLIDAY,14,TRAIN,CC7,3097,3973
2025-03,WEEKDAY,20,TRAIN,EW1,14137,43969
2025-03,WEEKDAY,20,TRAIN,DT21,10774,5866
2025-03,WEEKDAY,18,TRAIN,NS23,71157,81984
2025-03,WEEKDAY,18,TRAIN,SE1,6112,10463
2025-03,WEEKDAY,9,TRAIN,NE8,23612,28738
2025-03,WEEKENDS/HOLIDAY,12,TRAIN,PE7,3033,2127
2025-03,WEEKENDS/HOLIDAY,6,TRAIN,EW21/CC22,2399,3541
2025-03,WEEKENDS/HOLIDAY,17,TRAIN,CG1/DT35,13921,11660
2025-03,WEEKENDS/HOLIDAY,10,TRAIN,EW5,21180,13307
2025-03,WEEKENDS/HOLIDAY,14,TRAIN,NS12,9497,9013
2025-03,WEEKENDS/HOLIDAY,23,TRAIN,BP7,2,8
2025-03,WEEKENDS/HOLIDAY,9,TRAIN,EW28,18162,6671
2025-03,WEEKENDS/HOLIDAY,12,TRAIN,NS2,17752,13482
2025-03,WEEKENDS/HOLIDAY,17,TRAIN,PE3,3968,3879
2025-03,WEEKENDS/HOLIDAY,23,TRAIN,BP10,9,27
2025-03,WEEKDAY,14,TRAIN,NS17/CC15,27198,16256
2025-03,WEEKENDS/HOLIDAY,15,TRAIN,NS24/NE6/CC1,29253,26550
2025-03,WEEKENDS/HOLIDAY,6,TRAIN,TE14/NS22,1886,8211
2025-03,WEEKENDS/HOLIDAY,5,TRAIN,BP3,843,73
2025-03,WEEKDAY,11,TRAIN,DT29,6070,2522
2025-03,WEEKDAY,6,TRAIN,NE7/DT12,12986,14776
2025-03,WEEKENDS/HOLIDAY,16,TRAIN,DT34,2475,2205
2025-03,WEEKENDS/HOLIDAY,6,TRAIN,PE1,942,175
2025-03,WEEKDAY,5,TRAIN,SW2,1012,203
2025-03,WEEKENDS/HOLIDAY,19,TRAIN,TE24,1337,2239
2025-03,WEEKENDS/HOLIDAY,9,TRAIN,EW14/NS26,3559,13924
2025-03,WEEKDAY,6,TRAIN,TE22,187,473
2025-03,WEEKDAY,19,TRAIN,NS10,32672,89363
2025-03,WEEKENDS/HOLIDAY,17,TRAIN,EW26,21187,21943
2025-03,WEEKENDS/HOLIDAY,0,TRAIN,EW24/NS1,740,2209
2025-03,WEEKDAY,23,TRAIN,EW15,11948,2702
2025-03,WEEKDAY,5,TRAIN,SW1,281,152
2025-03,WEEKENDS/HOLIDAY,7,TRAIN,EW22,1916,2270
2025-03,WEEKDAY,8,TRAIN,NS13,130082,46054
2025-03,WEEKENDS/HOLIDAY,15,TRAIN,NE17/PTC,28765,29454
2025-03,WEEKENDS/HOLIDAY,8,TRAIN,TE12,1358,3895
2025-03,WEEKENDS/HOLIDAY,18,TRAIN,PW1,2115,1858
2025-03,WEEKENDS/HOLIDAY,7,TRAIN,CC2,299,1356
2025-03,WEEKDAY,15,TRAIN,EW11,15462,16115
2025-03,WEEKENDS/HOLIDAY,11,TRAIN,DT31,5048,3017
2025-03,WEEKENDS/HOLIDAY,7,TRAIN,PW7,911,1085
2025-03,WEEKDAY,13,TRAIN,NS18,13868,11237
2025-03,WEEKDAY,15,TRAIN,CG1/DT35,13218,7578
2025-03,WEEKENDS/HOLIDAY,18,TRAIN,TE23,1892,2476
2025-03,WEEKDAY,8,TRAIN,DT23,6900,21892
2025-03,WEEKDAY,14,TRAIN,EW1,21464,23073
2025-03,WEEKDAY,20,TRAIN,PW2,135,27
2025-03,WEEKENDS/HOLIDAY,5,TRAIN,SE1,377,97
2025-03,WEEKENDS/HOLIDAY,22,TRAIN,NS23,23502,4590
2025-03,WEEKDAY,21,TRAIN,EW7,7398,22967
2025-03,WEEKENDS/HOLIDAY,7,TRAIN,CC17/TE9,2397,2777
2025-03,WEEKDAY,5,TRAIN,NE14,7167,954
2025-03,WEEKENDS/HOLIDAY,11,TRAIN,NS28,1157,3674
2025-03,WEEKDAY,22,TRAIN,CG1/DT35,10691,2286
2025-03,WEEKDAY,13,TRAIN,CC6,7996,9303
2025-03,WEEKDAY,20,TRAIN,TE28,1628,6240
2025-03,WEEKENDS/HOLIDAY,5,TRAIN,DT29,477,15
2025-03,WEEKENDS/HOLIDAY,0,TRAIN,SW8,24,173
2025-03,WEEKENDS/HOLIDAY,13,TRAIN,DT28,5796,3783
2025-03,WEEKENDS/HOLIDAY,18,TRAIN,DT5,11024,11471
2025-03,WEEKENDS/HOLIDAY,9,TRAIN,EW17,14301,11211
2025-03,WEEKENDS/HOLIDAY,11,TRAIN,PE4,1270,890
2025-03,WEEKENDS/HOLIDAY,5,TRAIN,CC10/DT26,890,89
2025-03,WEEKDAY,13,TRAIN,CC8,8423,6831
2025-03,WEEKENDS/HOLIDAY,9,TRAIN,DT24,3373,1614
2025-03,WEEKDAY,22,TRAIN,BP12,483,2096
2025-03,WEEKENDS/HOLIDAY,13,TRAIN,NE9,15177,11931
2025-03,WEEKENDS/HOLIDAY,12,TRAIN,CC14,4330,3255
2025-03,WEEKENDS/HOLIDAY,0,TRAIN,CC4/DT15,139,106
2025-03,WEEKENDS/HOLIDAY,6,TRAIN,EW27,15395,8906
2025-03,WEEKDAY,5,TRAIN,CC12,574,108
2025-03,WEEKDAY,0,TRAIN,CC25,46,201
2025-03,WEEKDAY,8,TRAIN,SW7,7407,1549
2025-03,WEEKDAY,21,TRAIN,EW22,6234,6555
2025-03,WEEKDAY,18,TRAIN,TE29,3266,10068
2025-03,WEEKDAY,20,TRAIN,CE1/DT16,66772,26075
2025-03,WEEKENDS/HOLIDAY,9,TRAIN,NS16,29265,17144
2025-03,WEEKDAY,11,TRAIN,TE14/NS22,35934,84338
2025-03,WEEKDAY,16,TRAIN,PE7,3762,5033
2025-03,WEEKDAY,10,TRAIN,SW1,2537,2800
2025-03,WEEKENDS/HOLIDAY,11,TRAIN,CC25,3948,2261
2025-03,WEEKDAY,17,TRAIN,TE16,13271,9468
2025-03,WEEKENDS/HOLIDAY,5,TRAIN,BP2,600,85
2025-03,WEEKDAY,12,TRAIN,TE18,11885,15388
2025-03,WEEKENDS/HOLIDAY,7,TRAIN,NE1/CC29,6813,19829
2025-03,WEEKDAY,18,TRAIN,CC14,17344,17114
2025-03,WEEKDAY,10,TRAIN,NE14,34241,13627
2025-03,WEEKENDS/HOLIDAY,16,TRAIN,NS10,20584,20265
2025-03,WEEKENDS/HOLIDAY,7,TRAIN,DT28,6793,3684
2025-03,WEEKENDS/HOLIDAY,13,TRAIN,EW17,15571,15182
2025-03,WEEKDAY,17,TRAIN,NE4/DT19,85805,63408
2025-03,WEEKENDS/HOLIDAY,6,TRAIN,BP2,1183,174
2025-03,WEEKDAY,0,TRAIN,NE17/PTC,577,3642
2025-03,WEEKDAY,23,TRAIN,DT13,3707,3226
2025-03,WEEKDAY,15,TRAIN,PE3,8042,7781
2025-03,WEEKENDS/HOLIDAY,13,TRAIN,TE18,9304,9023
2025-03,WEEKENDS/HOLIDAY,16,TRAIN,NS23,29910,27961
2025-03,WEEKDAY,11,TRAIN,NS18,14241,7474
2025-03,WEEKDAY,0,TRAIN,EW17,48,841
2025-03,WEEKENDS/HOLIDAY,23,TRAIN,CC8,713,1978
2025-03,WEEKDAY,12,TRAIN,CC17/TE9,6963,4187
2025-03,WEEKDAY,12,TRAIN,TE25,2652,2308
2025-03,WEEKENDS/HOLIDAY,17,TRAIN,CC27,1775,1033
2025-03,WEEKENDS/HOLIDAY,8,TRAIN,CC21,2866,4360
2025-03,WEEKDAY,13,TRAIN,NS27/CE2/TE20,3633,7538
2025-03,WEEKENDS/HOLIDAY,9,TRAIN,BP3,3119,969
2025-03,WEEKENDS/HOLIDAY,16,TRAIN,TE13,2634,2075
2025-03,WEEKDAY,5,TRAIN,TE8,577,321
2025-03,WEEKDAY,0,TRAIN,DT4,5,311
2025-03,WEEKENDS/HOLIDAY,11,TRAIN,TE25,2214,1445
2025-03,WEEKDAY,20,TRAIN,TE15,10310,7289
2025-03,WEEKENDS/HOLIDAY,23,TRAIN,NE13,1718,6095
2025-03,WEEKENDS/HOLIDAY,11,TRAIN,NS13,28042,22939
2025-03,WEEKDAY,11,TRAIN,NS24/NE6/CC1,19181,32993
2025-03,WEEKENDS/HOLIDAY,23,TRAIN,TE7,268,1299
2025-03,WEEKENDS/HOLIDAY,8,TRAIN,NE9,11895,8813
2025-03,WEEKENDS/HOLIDAY,14,TRAIN,PW6,999,963
2025-03,WEEKDAY,7,TRAIN,TE5,16517,10753
2025-03,WEEKENDS/HOLIDAY,20,TRAIN,CC7,2627,4381
2025-03,WEEKENDS/HOLIDAY,19,TRAIN,EW7,6506,11644
2025-03,WEEKENDS/HOLIDAY,15,TRAIN,TE29,1733,2012
2025-03,WEEKDAY,17,TRAIN,CC4/DT15,54132,20647
2025-03,WEEKENDS/HOLIDAY,13,TRAIN,TE3,6279,4164
2025-03,WEEKENDS/HOLIDAY,22,TRAIN,CC28,598,2370
2025-03,WEEKDAY,20,TRAIN,SW4,1621,5884
2025-03,WEEKENDS/HOLIDAY,14,TRAIN,DT8,1985,2017
2025-03,WEEKDAY,6,TRAIN,NE18,7769,2012
2025-03,WEEKDAY,8,TRAIN,DT27,19292,35828
2025-03,WEEKENDS/HOLIDAY,20,TRAIN,EW3,6350,11743
2025-03,WEEKENDS/HOLIDAY,10,TRAIN,EW12/DT14,16537,40593
2025-03,WEEKDAY,6,TRAIN,DT2,2671,2166
2025-03,WEEKENDS/HOLIDAY,20,TRAIN,TE22,8041,2995
2025-03,WEEKENDS/HOLIDAY,8,TRAIN,SW3,1415,478
2025-03,WEEKENDS/HOLIDAY,21,TRAIN,EW1,8187,17773
2025-03,WEEKDAY,21,TRAIN,NS28,798,708
2025-03,WEEKDAY,5,TRAIN,DT6,283,168
2025-03,WEEKDAY,11,TRAIN,TE7,6059,3042
2025-03,WEEKDAY,18,TRAIN,DT34,16796,10759
2025-03,WEEKDAY,10,TRAIN,TE18,5284,15105
2025-03,WEEKENDS/HOLIDAY,12,TRAIN,NS23,14928,30618
2025-03,WEEKENDS/HOLIDAY,8,TRAIN,NE14,19522,7714
2025-03,WEEKDAY,20,TRAIN,EW29,25613,8379
2025-03,WEEKDAY,0,TRAIN,PW2,6,6
2025-03,WEEKENDS/HOLIDAY,11,TRAIN,CC11,5399,6674
2025-03,WEEKENDS/HOLIDAY,23,TRAIN,NS17/CC15,2224,6454
2025-03,WEEKENDS/HOLIDAY,8,TRAIN,NS4/BP1,18894,12813
2025-03,WEEKDAY,14,TRAIN,PW2,102,85
2025-03,WEEKDAY,11,TRAIN,DT7,3070,3106
2025-03,WEEKENDS/HOLIDAY,8,TRAIN,NE18,2416,2598
2025-03,WEEKDAY,14,TRAIN,DT30,6301,5924
2025-03,WEEKENDS/HOLIDAY,19,TRAIN,CG1/DT35,11319,7927
2025-03,WEEKDAY,11,TRAIN,EW1,25792,12951
2025-03,WEEKENDS/HOLIDAY,16,TRAIN,PW7,1754,1993
2025-03,WEEKENDS/HOLIDAY,22,TRAIN,CC3,8238,950
2025-03,WEEKDAY,15,TRAIN,SW1,4358,2966
2025-03,WEEKENDS/HOLIDAY,22,TRAIN,SE1,564,2565
2025-03,WEEKDAY,17,TRAIN,NE8,41140,44345
2025-03,WEEKENDS/HOLIDAY,8,TRAIN,DT8,2066,1864
2025-03,WEEKENDS/HOLIDAY,10,TRAIN,SE2,4455,1871
2025-03,WEEKENDS/HOLIDAY,15,TRAIN,NS7,15493,12503
2025-03,WEEKDAY,15,TRAIN,NS9/TE2,42664,58759
2025-03,WEEKDAY,11,TRAIN,PE4,1625,819
2025-03,WEEKDAY,16,TRAIN,DT27,10439,7254
2025-03,WEEKENDS/HOLIDAY,6,TRAIN,NS14,11639,3945
2025-03,WEEKENDS/HOLIDAY,0,TRAIN,CE1/DT16,871,337
2025-03,WEEKENDS/HOLIDAY,13,TRAIN,NE1/CC29,24133,43347
2025-03,WEEKDAY,18,TRAIN,NS21/DT11,145716,132387
2025-03,WEEKENDS/HOLIDAY,23,TRAIN,SE1,275,1612
2025-03,WEEKENDS/HOLIDAY,0,TRAIN,EW10,81,337
2025-03,WEEKDAY,9,TRAIN,BP9,3341,2666
2025-03,WEEKENDS/HOLIDAY,20,TRAIN,DT4,402,1155
2025-03,WEEKDAY,18,TRAIN,EW23,106684,131310
2025-03,WEEKDAY,9,TRAIN,NS8,29761,12347
2025-03,WEEKENDS/HOLIDAY,9,TRAIN,NE10,8812,6223
2025-03,WEEKDAY,12,TRAIN,CC6,7949,8086
2025-03,WEEKDAY,17,TRAIN,NS18,22960,21672
2025-03,WEEKDAY,5,TRAIN,NE12/CC13,8539,981
2025-03,WEEKDAY,20,TRAIN,EW9,16163,33837
2025-03,WEEKENDS/HOLIDAY,23,TRAIN,TE19,723,289
2025-03,WEEKENDS/HOLIDAY,13,TRAIN,TE27,3277,3241
2025-03,WEEKDAY,8,TRAIN,DT29,31178,8361
2025-03,WEEKDAY,7,TRAIN,PE5,22853,6234
2025-03,WEEKENDS/HOLIDAY,10,TRAIN,NE9,16207,9362
2025-03,WEEKENDS/HOLIDAY,10,TRAIN,TE23,2028,1345
2025-03,WEEKDAY,21,TRAIN,NE15,9435,33269
2025-03,WEEKENDS/HOLIDAY,21,TRAIN,CC12,1129,3545
2025-03,WEEKENDS/HOLIDAY,20,TRAIN,EW9,12098,17423
2025-03,WEEKDAY,22,TRAIN,BP10,649,3218
2025-03,WEEKENDS/HOLIDAY,9,TRAIN,SW4,2174,798
2025-03,WEEKDAY,21,TRAIN,NE11,12583,12962
2025-03,WEEKDAY,7,TRAIN,SE2,20378,2401
2025-03,WEEKDAY,23,TRAIN,EW30,174,495
2025-03,WEEKDAY,14,TRAIN,EW20,10419,9668
2025-03,WEEKENDS/HOLIDAY,9,TRAIN,EW10,7564,5286
2025-03,WEEKDAY,21,TRAIN,SE4,1442,4248
2025-03,WEEKENDS/HOLIDAY,0,TRAIN,NE13,120,869
2025-03,WEEKDAY,21,TRAIN,CC26,2822,3009
2025-03,WEEKDAY,21,TRAIN,SW7,591,3403
2025-03,WEEKDAY,8,TRAIN,CG2,14413,35545
2025-03,WEEKDAY,6,TRAIN,PE2,9046,2052
2025-03,WEEKENDS/HOLIDAY,5,TRAIN,NS13,6717,974
2025-03,WEEKDAY,12,TRAIN,NS28,3027,2408
2025-03,WEEKDAY,12,TRAIN,TE13,5232,4068
2025-03,WEEKENDS/HOLIDAY,10,TRAIN,CC12,4267,2398
2025-03,WEEKDAY,10,TRAIN,CE1/DT16,9190,34018
2025-03,WEEKENDS/HOLIDAY,11,TRAIN,NS10,24699,12239
2025-03,WEEKENDS/HOLIDAY,18,TRAIN,BP7,513,777
2025-03,WEEKDAY,9,TRAIN,BP4,2669,8065
2025-03,WEEKENDS/HOLIDAY,20,TRAIN,EW25,6111,7452
2025-03,WEEKENDS/HOLIDAY,21,TRAIN,DT33,3103,12073
2025-03,WEEKDAY,21,TRAIN,EW20,7377,13185
2025-03,WEEKDAY,14,TRAIN,NS8,14362,12483
2025-03,WEEKDAY,9,TRAIN,NS9/TE2,61408,42447
2025-03,WEEKDAY,17,TRAIN,DT22,10582,16177
2025-03,WEEKENDS/HOLIDAY,15,TRAIN,PW7,1738,2096
2025-03,WEEKDAY,5,TRAIN,PE6,2002,301
2025-03,WEEKENDS/HOLIDAY,13,TRAIN,CC23,3111,3160
2025-03,WEEKENDS/HOLIDAY,9,TRAIN,SW6,2874,999
2025-03,WEEKENDS/HOLIDAY,0,TRAIN,NS16,500,4582
2025-03,WEEKDAY,16,TRAIN,CE1/DT16,35855,26080
2025-03,WEEKDAY,9,TRAIN,BP6/DT1,61949,28893
2025-03,WEEKDAY,13,TRAIN,SW1,3195,4447
2025-03,WEEKDAY,13,TRAIN,NE7/DT12,28322,38441
2025-03,WEEKDAY,13,TRAIN,CC3,7082,7422
2025-03,WEEKDAY,8,TRAIN,CC25,12463,26622
2025-03,WEEKENDS/HOLIDAY,17,TRAIN,DT8,2196,2773
2025-03,WEEKDAY,8,TRAIN,TE19,2131,85025
2025-03,WEEKENDS/HOLIDAY,19,TRAIN,NS9/TE2,28741,39233
2025-03,WEEKDAY,22,TRAIN,EW18,7122,13930
2025-03,WEEKENDS/HOLIDAY,14,TRAIN,EW22,3223,3358
2025-03,WEEKENDS/HOLIDAY,7,TRAIN,NS2,12166,8946
2025-03,WEEKENDS/HOLIDAY,14,TRAIN,NE9,13291,10818
2025-03,WEEKDAY,7,TRAIN,DT18,1693,26981
2025-03,WEEKENDS/HOLIDAY,19,TRAIN,EW4,7302,10168
2025-03,WEEKENDS/HOLIDAY,8,TRAIN,BP7,649,308
2025-03,WEEKDAY,6,TRAIN,SE4,5923,692
2025-03,WEEKENDS/HOLIDAY,9,TRAIN,TE27,4071,1781
2025-03,WEEKENDS/HOLIDAY,9,TRAIN,CC17/TE9,3472,2452
2025-03,WEEKENDS/HOLIDAY,17,TRAIN,CC2,4445,3069
2025-03,WEEKDAY,18,TRAIN,EW27,96329,155395
2025-03,WEEKENDS/HOLIDAY,16,TRAIN,EW2/DT32,35893,36780
2025-03,WEEKENDS/HOLIDAY,22,TRAIN,PE1,403,2330
2025-03,WEEKDAY,19,TRAIN,BP7,861,2428
2025-03,WEEKDAY,12,TRAIN,TE6,8766,5426
2025-03,WEEKDAY,7,TRAIN,TE7,14723,15560
2025-03,WEEKENDS/HOLIDAY,9,TRAIN,DT21,2791,3992
2025-03,WEEKENDS/HOLIDAY,16,TRAIN,EW16/NE3/TE17,15615,10671
2025-03,WEEKDAY,7,TRAIN,TE27,14355,11139
2025-03,WEEKENDS/HOLIDAY,13,TRAIN,NS15,7863,5825
2025-03,WEEKENDS/HOLIDAY,5,TRAIN,NS23,168,98
2025-03,WEEKDAY,21,TRAIN,CC8,4911,8548
2025-03,WEEKENDS/HOLIDAY,19,TRAIN,PE7,1366,2747
2025-03,WEEKENDS/HOLIDAY,19,TRAIN,EW26,12742,21313
2025-03,WEEKDAY,12,TRAIN,CC3,5273,8801
2025-03,WEEKENDS/HOLIDAY,5,TRAIN,NS21/DT11,728,415
2025-03,WEEKDAY,17,TRAIN,PW5,3058,5019
2025-03,WEEKENDS/HOLIDAY,11,TRAIN,TE29,2412,1494
