YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2025-03,WEEKDAY,15,TRAIN,NS11,24278,33559
2025-03,WEEKENDS/HOLIDAY,10,TRAIN,EW17,14598,12231
2025-03,WEEKENDS/HOLIDAY,0,TRAIN,PE1,47,444
2025-03,WEEKENDS/HOLIDAY,14,TRAIN,TE5,2435,2492
2025-03,WEEKENDS/HOLIDAY,12,TRAIN,EW11,10622,11076
2025-03,WEEKENDS/HOLIDAY,15,TRAIN,BP10,1557,1856
2025-03,WEEKENDS/HOLIDAY,21,TRAIN,DT25,974,2565
2025-03,WEEKDAY,0,TRAIN,SW6,14,582
2025-03,WEEKENDS/HOLIDAY,15,TRAIN,CC26,1476,1356
2025-03,WEEKDAY,23,TRAIN,NE15,1736,12697
2025-03,WEEKENDS/HOLIDAY,10,TRAIN,DT2,1827,438
2025-03,WEEKDAY,22,TRAIN,TE14/NS22,61152,11499
2025-03,WEEKENDS/HOLIDAY,9,TRAIN,SE1,3141,1059
2025-03,WEEKENDS/HOLIDAY,16,TRAIN,TE14/NS22,70281,59180
2025-03,WEEKENDS/HOLIDAY,18,TRAIN,BP9,1146,1636
2025-03,WEEKENDS/HOLIDAY,18,TRAIN,CC28,2264,2717
2025-03,WEEKDAY,23,TRAIN,DT18,6898,1260
2025-03,WEEKENDS/HOLIDAY,13,TRAIN,EW32,2941,1386
2025-03,WEEKENDS/HOLIDAY,21,TRAIN,BP9,978,1037
2025-03,WEEKDAY,21,TRAIN,SE2,1648,7828
2025-03,WEEKDAY,23,TRAIN,EW2/DT32,7099,21921
2025-03,WEEKENDS/HOLIDAY,13,TRAIN,PE1,2297,1995
2025-03,WEEKDAY,17,TRAIN,NS27/CE2/TE20,17688,3920
2025-03,WEEKENDS/HOLIDAY,11,TRAIN,EW31,1861,581
2025-03,WEEKENDS/HOLIDAY,7,TRAIN,NE5,1005,2912
2025-03,WEEKDAY,5,TRAIN,DT34,905,11
2025-03,WEEKDAY,13,TRAIN,BP6/DT1,30843,29084
2025-03,WEEKDAY,13,TRAIN,CC17/TE9,9086,7089
2025-03,WEEKDAY,7,TRAIN,CC28,9620,4548
2025-03,WEEKENDS/HOLIDAY,7,TRAIN,NS9/TE2,21862,17017
2025-03,WEEKENDS/HOLIDAY,12,TRAIN,CC5,2761,3756
2025-03,WEEKDAY,11,TRAIN,PE1,3395,1701
2025-03,WEEKENDS/HOLIDAY,0,TRAIN,EW32,0,514
2025-03,WEEKENDS/HOLIDAY,21,TRAIN,NS4/BP1,11655,23021
2025-03,WEEKENDS/HOLIDAY,10,TRAIN,NE14,22614,9641
2025-03,WEEKDAY,7,TRAIN,NE13,45245,25024
2025-03,WEEKDAY,11,TRAIN,NS7,20087,16067
2025-03,WEEKENDS/HOLIDAY,10,TRAIN,NS9/TE2,28628,26504
2025-03,WEEKDAY,15,TRAIN,SE1,3874,3715
2025-03,WEEKDAY,21,TRAIN,TE4,3354,4210
2025-03,WEEKDAY,16,TRAIN,NS7,20117,24589
2025-03,WEEKENDS/HOLIDAY,7,TRAIN,PE6,1761,1327
2025-03,WEEKENDS/HOLIDAY,7,TRAIN,CC14,2072,1563
2025-03,WEEKDAY,5,TRAIN,NE5,294,33
2025-03,WEEKENDS/HOLIDAY,10,TRAIN,PW1,812,2633
2025-03,WEEKENDS/HOLIDAY,14,TRAIN,CC3,7510,7475
2025-03,WEEKENDS/HOLIDAY,21,TRAIN,CC21,7359,3549
2025-03,WEEKENDS/HOLIDAY,15,TRAIN,DT23,1937,2022
2025-03,WEEKDAY,7,TRAIN,NS14,117324,38205
2025-03,WEEKDAY,22,TRAIN,NE10,5493,13154
2025-03,WEEKDAY,20,TRAIN,CC10/DT26,12737,17116
2025-03,WEEKDAY,0,TRAIN,PE5,27,896
2025-03,WEEKENDS/HOLIDAY,0,TRAIN,CC3,40,25
2025-03,WEEKDAY,14,TRAIN,CC2,4617,6594
2025-03,WEEKDAY,23,TRAIN,CC2,2473,682
2025-03,WEEKENDS/HOLIDAY,23,TRAIN,CC26,351,495
2025-03,WEEKDAY,5,TRAIN,DT5,1922,252
2025-03,WEEKDAY,22,TRAIN,CC6,20419,1236
2025-03,WEEKENDS/HOLIDAY,12,TRAIN,EW1,19594,12199
2025-03,WEEKENDS/HOLIDAY,12,TRAIN,EW33,3198,1474
2025-03,WEEKDAY,22,TRAIN,CC11,10262,6796
2025-03,WEEKENDS/HOLIDAY,17,TRAIN,BP9,1299,1405
2025-03,WEEKENDS/HOLIDAY,14,TRAIN,NS19,21601,21566
2025-03,WEEKENDS/HOLIDAY,16,TRAIN,NS14,17889,16247
2025-03,WEEKENDS/HOLIDAY,14,TRAIN,NE5,7108,8004
2025-03,WEEKDAY,23,TRAIN,SE4,218,1894
2025-03,WEEKDAY,18,TRAIN,CC20,11532,14046
2025-03,WEEKENDS/HOLIDAY,9,TRAIN,PW3,925,371
2025-03,WEEKDAY,6,TRAIN,DT7,2107,2936
2025-03,WEEKDAY,15,TRAIN,SE4,2745,3586
2025-03,WEEKDAY,10,TRAIN,SW6,3929,1377
2025-03,WEEKENDS/HOLIDAY,11,TRAIN,TE19,1989,2198
2025-03,WEEKDAY,10,TRAIN,NE17/PTC,35792,22930
2025-03,WEEKDAY,19,TRAIN,NE1/CC29,92527,48635
2025-03,WEEKDAY,23,TRAIN,TE4,1294,1657
2025-03,WEEKENDS/HOLIDAY,15,TRAIN,PE5,2953,3213
2025-03,WEEKENDS/HOLIDAY,23,TRAIN,BP5,12,8
2025-03,WEEKDAY,8,TRAIN,TE23,7400,1793
2025-03,WEEKENDS/HOLIDAY,6,TRAIN,TE11,554,376
2025-03,WEEKENDS/HOLIDAY,19,TRAIN,DT21,4941,3131
2025-03,WEEKENDS/HOLIDAY,5,TRAIN,DT6,48,35
2025-03,WEEKDAY,9,TRAIN,TE24,5127,1785
2025-03,WEEKDAY,20,TRAIN,TE18,14845,5813
2025-03,WEEKDAY,19,TRAIN,TE14/NS22,102419,64396
2025-03,WEEKENDS/HOLIDAY,6,TRAIN,DT17,234,1084
2025-03,WEEKENDS/HOLIDAY,22,TRAIN,DT24,960,3458
2025-03,WEEKDAY,19,TRAIN,TE25,2424,6465
2025-03,WEEKENDS/HOLIDAY,10,TRAIN,NE1/CC29,11095,44873
2025-03,WEEKDAY,20,TRAIN,EW26,17615,50374
2025-03,WEEKENDS/HOLIDAY,6,TRAIN,DT22,3239,1902
2025-03,WEEKDAY,0,TRAIN,DT21,231,271
2025-03,WEEKENDS/HOLIDAY,7,TRAIN,NE4/DT19,4669,8782
2025-03,WEEKDAY,15,TRAIN,DT3,7539,5908
2025-03,WEEKENDS/HOLIDAY,8,TRAIN,EW19,8655,5666
2025-03,WEEKENDS/HOLIDAY,20,TRAIN,TE7,1377,3103
2025-03,WEEKENDS/HOLIDAY,13,TRAIN,PE2,3478,3118
2025-03,WEEKENDS/HOLIDAY,6,TRAIN,DT28,3817,1586
2025-03,WEEKDAY,20,TRAIN,CC16,6604,7735
2025-03,WEEKDAY,20,TRAIN,DT5,11783,17980
2025-03,WEEKDAY,19,TRAIN,DT29,5380,17754
2025-03,WEEKENDS/HOLIDAY,17,TRAIN,DT28,7418,6373
2025-03,WEEKENDS/HOLIDAY,22,TRAIN,NS12,2850,10321
2025-03,WEEKDAY,9,TRAIN,TE11,5806,2785
2025-03,WEEKENDS/HOLIDAY,6,TRAIN,PW5,3599,358
2025-03,WEEKDAY,5,TRAIN,BP6/DT1,12758,9807
2025-03,WEEKDAY,14,TRAIN,PW7,2904,3338
2025-03,WEEKDAY,22,TRAIN,BP2,434,2541
2025-03,WEEKDAY,18,TRAIN,CC26,25499,9708
2025-03,WEEKENDS/HOLIDAY,6,TRAIN,BP13,559,151
2025-03,WEEKDAY,8,TRAIN,NS12,59749,18818
2025-03,WEEKDAY,10,TRAIN,EW1,28493,11742
2025-03,WEEKDAY,22,TRAIN,PW1,806,96
2025-03,WEEKENDS/HOLIDAY,22,TRAIN,BP3,363,1547
2025-03,WEEKDAY,19,TRAIN,NE13,23064,48281
2025-03,WEEKENDS/HOLIDAY,21,TRAIN,CC27,1118,321
2025-03,WEEKDAY,5,TRAIN,EW5,10336,992
2025-03,WEEKDAY,19,TRAIN,EW6,9239,28691
2025-03,WEEKENDS/HOLIDAY,16,TRAIN,EW29,10269,6297
2025-03,WEEKENDS/HOLIDAY,14,TRAIN,EW9,14230,13291
2025-03,WEEKENDS/HOLIDAY,0,TRAIN,EW19,66,464
2025-03,WEEKENDS/HOLIDAY,7,TRAIN,CC8,2887,2591
2025-03,WEEKDAY,6,TRAIN,SW8,3066,2402
2025-03,WEEKDAY,15,TRAIN,EW26,20977,22570
2025-03,WEEKENDS/HOLIDAY,9,TRAIN,DT17,1182,3229
2025-03,WEEKENDS/HOLIDAY,11,TRAIN,TE11,2528,1655
2025-03,WEEKDAY,11,TRAIN,EW12/DT14,35802,64603
2025-03,WEEKENDS/HOLIDAY,13,TRAIN,SE1,2455,2283
2025-03,WEEKENDS/HOLIDAY,0,TRAIN,EW18,49,326
2025-03,WEEKDAY,11,TRAIN,CC19/DT9,5944,6931
2025-03,WEEKDAY,17,TRAIN,PE1,3902,5926
2025-03,WEEKDAY,0,TRAIN,TE15,41,206
2025-03,WEEKDAY,15,TRAIN,BP7,1259,1119
2025-03,WEEKENDS/HOLIDAY,18,TRAIN,TE12,2325,1633
2025-03,WEEKDAY,5,TRAIN,PW6,585,5
2025-03,WEEKDAY,15,TRAIN,SE5,4115,2592
2025-03,WEEKENDS/HOLIDAY,23,TRAIN,TE6,761,4911
2025-03,WEEKDAY,11,TRAIN,NE14,29045,14402
2025-03,WEEKDAY,10,TRAIN,EW4,14779,5964
2025-03,WEEKENDS/HOLIDAY,16,TRAIN,SW2,3541,3323
2025-03,WEEKDAY,16,TRAIN,BP2,2178,3077
2025-03,WEEKDAY,7,TRAIN,BP12,11900,7040
2025-03,WEEKDAY,21,TRAIN,SE3,671,4644
2025-03,WEEKDAY,12,TRAIN,EW22,7399,6312
2025-03,WEEKDAY,23,TRAIN,NS20,3320,3036
2025-03,WEEKDAY,16,TRAIN,DT17,23622,6631
2025-03,WEEKENDS/HOLIDAY,20,TRAIN,NS12,6112,11719
2025-03,WEEKDAY,6,TRAIN,PW5,7169,1745
2025-03,WEEKDAY,0,TRAIN,PE4,42,302
2025-03,WEEKENDS/HOLIDAY,14,TRAIN,CC17/TE9,2806,2919
2025-03,WEEKDAY,8,TRAIN,DT34,13308,12614
2025-03,WEEKDAY,13,TRAIN,DT28,6492,6778
2025-03,WEEKENDS/HOLIDAY,7,TRAIN,EW14/NS26,1710,7358
2025-03,WEEKDAY,19,TRAIN,EW31,11635,4371
2025-03,WEEKDAY,19,TRAIN,DT24,6323,10059
2025-03,WEEKDAY,7,TRAIN,TE22,246,1732
2025-03,WEEKENDS/HOLIDAY,6,TRAIN,CC27,118,403
2025-03,WEEKDAY,12,TRAIN,CC12,5666,3821
2025-03,WEEKDAY,14,TRAIN,DT23,2740,3303
2025-03,WEEKENDS/HOLIDAY,21,TRAIN,TE24,604,1688
2025-03,WEEKENDS/HOLIDAY,19,TRAIN,NE5,8817,9083
2025-03,WEEKDAY,0,TRAIN,NE11,97,252
2025-03,WEEKENDS/HOLIDAY,19,TRAIN,TE3,3559,6392
2025-03,WEEKDAY,9,TRAIN,NS18,25164,14938
2025-03,WEEKDAY,6,TRAIN,NE11,9765,8151
2025-03,WEEKDAY,7,TRAIN,DT30,30685,8531
2025-03,WEEKENDS/HOLIDAY,8,TRAIN,CG2,8145,11750
2025-03,WEEKENDS/HOLIDAY,22,TRAIN,EW12/DT14,33991,11690
2025-03,WEEKDAY,5,TRAIN,EW23,5252,4101
2025-03,WEEKDAY,18,TRAIN,NS27/CE2/TE20,37377,5168
2025-03,WEEKDAY,23,TRAIN,TE18,5407,1057
2025-03,WEEKDAY,16,TRAIN,CC8,9671,8330
2025-03,WEEKDAY,0,TRAIN,NE5,110,43
2025-03,WEEKDAY,6,TRAIN,EW11,14682,6987
2025-03,WEEKDAY,18,TRAIN,TE24,5412,7166
2025-03,WEEKDAY,20,TRAIN,NS23,54094,21025
2025-03,WEEKENDS/HOLIDAY,17,TRAIN,PE2,3419,3389
2025-03,WEEKDAY,15,TRAIN,NS19,31272,34426
2025-03,WEEKENDS/HOLIDAY,8,TRAIN,EW32,2616,3172
2025-03,WEEKDAY,22,TRAIN,TE1,1504,1710
2025-03,WEEKDAY,20,TRAIN,NS11,22565,62427
2025-03,WEEKDAY,11,TRAIN,PW4,4310,2895
2025-03,WEEKDAY,16,TRAIN,CC20,7310,8055
2025-03,WEEKDAY,9,TRAIN,NE17/PTC,54688,20678
2025-03,WEEKENDS/HOLIDAY,11,TRAIN,NS24/NE6/CC1,13350,24780
2025-03,WEEKENDS/HOLIDAY,5,TRAIN,SW8,217,48
2025-03,WEEKENDS/HOLIDAY,5,TRAIN,EW20,335,70
2025-03,WEEKENDS/HOLIDAY,15,TRAIN,CC21,7057,5841
2025-03,WEEKDAY,12,TRAIN,PE2,5504,3899
2025-03,WEEKENDS/HOLIDAY,19,TRAIN,CC14,2546,3727
2025-03,WEEKENDS/HOLIDAY,8,TRAIN,NE8,9496,12499
2025-03,WEEKDAY,20,TRAIN,NE4/DT19,79391,32235
2025-03,WEEKDAY,10,TRAIN,TE16,7151,5363
2025-03,WEEKENDS/HOLIDAY,13,TRAIN,NS9/TE2,33718,37522
2025-03,WEEKDAY,12,TRAIN,DT29,5900,3565
2025-03,WEEKENDS/HOLIDAY,22,TRAIN,DT3,1143,3268
2025-03,WEEKDAY,17,TRAIN,EW23,88972,82672
2025-03,WEEKENDS/HOLIDAY,14,TRAIN,DT29,3608,2949
2025-03,WEEKDAY,18,TRAIN,SW2,6496,11523
2025-03,WEEKDAY,20,TRAIN,SE2,2238,8965
2025-03,WEEKENDS/HOLIDAY,10,TRAIN,PE5,4626,1646
2025-03,WEEKENDS/HOLIDAY,9,TRAIN,TE11,2241,1557
2025-03,WEEKDAY,10,TRAIN,EW32,1504,1897
2025-03,WEEKENDS/HOLIDAY,19,TRAIN,PW6,568,939
2025-03,WEEKDAY,11,TRAIN,DT33,13745,4840
2025-03,WEEKENDS/HOLIDAY,8,TRAIN,NS19,16146,12376
2025-03,WEEKDAY,13,TRAIN,CG1/DT35,10588,13012
2025-03,WEEKDAY,7,TRAIN,EW10,30084,9908
2025-03,WEEKDAY,6,TRAIN,TE25,1718,374
2025-03,WEEKDAY,0,TRAIN,PE7,19,457
2025-03,WEEKDAY,14,TRAIN,DT27,7069,6242
2025-03,WEEKDAY,14,TRAIN,EW28,19963,15609
2025-03,WEEKENDS/HOLIDAY,5,TRAIN,EW6,246,31
2025-03,WEEKDAY,18,TRAIN,EW5,56007,96795
2025-03,WEEKENDS/HOLIDAY,12,TRAIN,EW23,30603,24792
2025-03,WEEKENDS/HOLIDAY,14,TRAIN,BP11,1883,1873
2025-03,WEEKENDS/HOLIDAY,22,TRAIN,TE3,2377,5595
2025-03,WEEKENDS/HOLIDAY,16,TRAIN,NS17/CC15,15776,11920
2025-03,WEEKENDS/HOLIDAY,17,TRAIN,TE18,8228,7473
2025-03,WEEKENDS/HOLIDAY,5,TRAIN,NS20,164,334
2025-03,WEEKDAY,12,TRAIN,NE16/STC,41155,36313
2025-03,WEEKENDS/HOLIDAY,17,TRAIN,EW10,9719,11001
2025-03,WEEKDAY,16,TRAIN,NS25/EW13,52495,37945
2025-03,WEEKENDS/HOLIDAY,23,TRAIN,CC21,1838,1525
2025-03,WEEKDAY,16,TRAIN,TE12,8607,3710
2025-03,WEEKENDS/HOLIDAY,5,TRAIN,NS9/TE2,4430,2748
2025-03,WEEKDAY,14,TRAIN,DT29,4562,4546
2025-03,WEEKENDS/HOLIDAY,17,TRAIN,DT18,3560,3969
2025-03,WEEKENDS/HOLIDAY,20,TRAIN,PE5,1322,3768
2025-03,WEEKDAY,22,TRAIN,NS13,21924,58715
2025-03,WEEKENDS/HOLIDAY,13,TRAIN,CC24,5665,5596
2025-03,WEEKDAY,12,TRAIN,PW2,123,89
2025-03,WEEKDAY,17,TRAIN,NE12/CC13,70695,111805
2025-03,WEEKENDS/HOLIDAY,8,TRAIN,EW4,9090,5640
2025-03,WEEKENDS/HOLIDAY,7,TRAIN,EW26,19400,9790
2025-03,WEEKENDS/HOLIDAY,19,TRAIN,CC16,2975,3519
2025-03,WEEKDAY,10,TRAIN,EW25,9177,4183
2025-03,WEEKDAY,18,TRAIN,DT33,26052,62610
2025-03,WEEKDAY,12,TRAIN,NS12,15130,9489
2025-03,WEEKDAY,11,TRAIN,DT4,2266,955
2025-03,WEEKDAY,6,TRAIN,EW8/CC9,24528,15713
2025-03,WEEKDAY,13,TRAIN,PW2,125,111
2025-03,WEEKENDS/HOLIDAY,23,TRAIN,CC7,1190,2351
2025-03,WEEKENDS/HOLIDAY,23,TRAIN,SW5,484,2050
2025-03,WEEKENDS/HOLIDAY,0,TRAIN,CC14,18,242
2025-03,WEEKENDS/HOLIDAY,20,TRAIN,CC3,8789,2204
2025-03,WEEKENDS/HOLIDAY,23,TRAIN,EW31,78,714
2025-03,WEEKDAY,11,TRAIN,DT10,3574,1712
2025-03,WEEKENDS/HOLIDAY,19,TRAIN,DT17,3569,2910
2025-03,WEEKENDS/HOLIDAY,13,TRAIN,NS24/NE6/CC1,24356,29688
2025-03,WEEKDAY,13,TRAIN,EW26,23693,16907
2025-03,WEEKENDS/HOLIDAY,16,TRAIN,CC27,1471,1074
2025-03,WEEKENDS/HOLIDAY,23,TRAIN,EW5,2318,9991
2025-03,WEEKDAY,12,TRAIN,SW7,2886,1863
2025-03,WEEKENDS/HOLIDAY,23,TRAIN,CC5,896,1135
2025-03,WEEKENDS/HOLIDAY,22,TRAIN,BP13,80,437
2025-03,WEEKENDS/HOLIDAY,20,TRAIN,DT33,4236,10813
2025-03,WEEKDAY,15,TRAIN,TE16,5265,5875
2025-03,WEEKENDS/HOLIDAY,18,TRAIN,DT6,4035,3635
2025-03,WEEKENDS/HOLIDAY,5,TRAIN,TE3,866,96
2025-03,WEEKDAY,9,TRAIN,EW8/CC9,32930,76339
2025-03,WEEKDAY,7,TRAIN,NS20,18054,96796
2025-03,WEEKENDS/HOLIDAY,16,TRAIN,SW3,1089,1191
2025-03,WEEKDAY,5,TRAIN,NS13,25874,3941
2025-03,WEEKENDS/HOLIDAY,5,TRAIN,DT24,289,5
2025-03,WEEKENDS/HOLIDAY,13,TRAIN,CC17/TE9,3229,2846
2025-03,WEEKDAY,6,TRAIN,NE1/CC29,6908,26988
2025-03,WEEKDAY,9,TRAIN,BP12,4009,1346
2025-03,WEEKENDS/HOLIDAY,20,TRAIN,DT25,1430,2546
2025-03,WEEKDAY,6,TRAIN,TE14/NS22,5050,23128
2025-03,WEEKDAY,10,TRAIN,TE25,2938,1286
2025-03,WEEKDAY,10,TRAIN,SW5,7275,4641
2025-03,WEEKENDS/HOLIDAY,23,TRAIN,DT3,339,1854
2025-03,WEEKDAY,8,TRAIN,CC21,15327,13601
2025-03,WEEKDAY,14,TRAIN,NS21/DT11,46903,54763
2025-03,WEEKENDS/HOLIDAY,7,TRAIN,DT29,4017,1424
2025-03,WEEKDAY,6,TRAIN,CC4/DT15,526,8520
2025-03,WEEKDAY,10,TRAIN,EW31,1186,1312
2025-03,WEEKENDS/HOLIDAY,17,TRAIN,CC24,8932,3654
2025-03,WEEKDAY,13,TRAIN,EW23,42247,39390
2025-03,WEEKDAY,6,TRAIN,NE16/STC,49267,20152
2025-03,WEEKDAY,22,TRAIN,EW15,31583,6518
2025-03,WEEKENDS/HOLIDAY,14,TRAIN,TE27,2854,3342
2025-03,WEEKENDS/HOLIDAY,20,TRAIN,CC23,2734,1064
2025-03,WEEKENDS/HOLIDAY,21,TRAIN,DT10,1053,1433
2025-03,WEEKDAY,15,TRAIN,TE15,7870,9869
2025-03,WEEKDAY,22,TRAIN,NE9,7895,18640
2025-03,WEEKDAY,20,TRAIN,NS25/EW13,76603,19277
2025-03,WEEKENDS/HOLIDAY,18,TRAIN,SW7,1370,1575
2025-03,WEEKDAY,7,TRAIN,NS23,8994,23111
2025-03,WEEKDAY,23,TRAIN,SW2,524,1512
2025-03,WEEKENDS/HOLIDAY,9,TRAIN,EW19,10146,5160
2025-03,WEEKENDS/HOLIDAY,7,TRAIN,NS23,1912,7292
2025-03,WEEKENDS/HOLIDAY,10,TRAIN,CC28,2717,1204
2025-03,WEEKENDS/HOLIDAY,18,TRAIN,DT22,9306,12909
2025-03,WEEKENDS/HOLIDAY,10,TRAIN,NE15,16557,6630
2025-03,WEEKDAY,11,TRAIN,NS20,36460,43296
2025-03,WEEKDAY,11,TRAIN,BP7,898,775
2025-03,WEEKENDS/HOLIDAY,13,TRAIN,BP12,1613,1168
2025-03,WEEKDAY,15,TRAIN,NE16/STC,37292,48438
2025-03,WEEKENDS/HOLIDAY,20,TRAIN,DT7,1014,2309
2025-03,WEEKENDS/HOLIDAY,11,TRAIN,SE3,2357,1013
2025-03,WEEKENDS/HOLIDAY,6,TRAIN,TE26,707,624
2025-03,WEEKENDS/HOLIDAY,6,TRAIN,DT27,1908,1014
2025-03,WEEKENDS/HOLIDAY,22,TRAIN,NS5,5117,15957
2025-03,WEEKENDS/HOLIDAY,13,TRAIN,PW5,2133,1929
2025-03,WEEKDAY,14,TRAIN,CC8,12751,6638
2025-03,WEEKDAY,18,TRAIN,PW7,5749,7577
2025-03,WEEKDAY,15,TRAIN,EW18,14835,15095
2025-03,WEEKDAY,17,TRAIN,CE1/DT16,47609,31204
2025-03,WEEKDAY,16,TRAIN,BP5,2501,2245
2025-03,WEEKENDS/HOLIDAY,9,TRAIN,EW15,4338,14253
2025-03,WEEKDAY,0,TRAIN,DT7,34,256
2025-03,WEEKENDS/HOLIDAY,9,TRAIN,DT28,5928,2607
2025-03,WEEKDAY,22,TRAIN,DT3,1797,7517
2025-03,WEEKDAY,12,TRAIN,NS27/CE2/TE20,5838,4871
2025-03,WEEKDAY,12,TRAIN,NS19,38876,32564
2025-03,WEEKDAY,0,TRAIN,CC2,25,56
2025-03,WEEKENDS/HOLIDAY,19,TRAIN,DT27,3989,5281
2025-03,WEEKENDS/HOLIDAY,19,TRAIN,CC20,2792,3274
2025-03,WEEKENDS/HOLIDAY,16,TRAIN,CC8,4675,4840
2025-03,WEEKDAY,9,TRAIN,EW11,20408,30631
2025-03,WEEKDAY,16,TRAIN,BP9,2005,2801
2025-03,WEEKENDS/HOLIDAY,9,TRAIN,BP8,853,967
2025-03,WEEKDAY,11,TRAIN,NS15,14283,9153
2025-03,WEEKENDS/HOLIDAY,13,TRAIN,TE11,2139,2232
2025-03,WEEKENDS/HOLIDAY,8,TRAIN,BP3,3126,986
2025-03,WEEKDAY,23,TRAIN,NS28,215,315
2025-03,WEEKDAY,21,TRAIN,BP10,1045,4295
2025-03,WEEKENDS/HOLIDAY,8,TRAIN,BP12,2167,798
2025-03,WEEKDAY,13,TRAIN,PE2,8342,5726
2025-03,WEEKENDS/HOLIDAY,21,TRAIN,DT21,4224,3160
2025-03,WEEKDAY,8,TRAIN,EW26,106262,35636
2025-03,WEEKDAY,23,TRAIN,CC21,3117,2265
2025-03,WEEKENDS/HOLIDAY,9,TRAIN,NS7,21795,17209
2025-03,WEEKENDS/HOLIDAY,21,TRAIN,CC25,1555,3174
2025-03,WEEKDAY,11,TRAIN,DT31,6317,4144
2025-03,WEEKENDS/HOLIDAY,21,TRAIN,CC6,9335,1548
2025-03,WEEKENDS/HOLIDAY,14,TRAIN,NS23,24275,29952
2025-03,WEEKDAY,9,TRAIN,TE6,20860,4527
2025-03,WEEKENDS/HOLIDAY,23,TRAIN,SW1,178,289
2025-03,WEEKENDS/HOLIDAY,20,TRAIN,EW27,21423,35108
2025-03,WEEKENDS/HOLIDAY,8,TRAIN,TE16,3025,2312
2025-03,WEEKDAY,18,TRAIN,TE7,17953,15014
2025-03,WEEKENDS/HOLIDAY,21,TRAIN,PE7,572,2829
2025-03,WEEKDAY,16,TRAIN,NS18,13342,13772
2025-03,WEEKENDS/HOLIDAY,13,TRAIN,CC7,3383,3699
2025-03,WEEKDAY,18,TRAIN,NE15,24464,78189
2025-03,WEEKDAY,0,TRAIN,EW18,40,422
2025-03,WEEKENDS/HOLIDAY,13,TRAIN,EW30,1478,693
2025-03,WEEKDAY,10,TRAIN,PE5,6026,1786
2025-03,WEEKENDS/HOLIDAY,19,TRAIN,TE15,5899,5560
2025-03,WEEKENDS/HOLIDAY,21,TRAIN,NE15,4939,15607
2025-03,WEEKENDS/HOLIDAY,14,TRAIN,EW19,8324,9367
2025-03,WEEKDAY,10,TRAIN,NE5,6072,19299
2025-03,WEEKENDS/HOLIDAY,18,TRAIN,CC11,10734,8436
2025-03,WEEKENDS/HOLIDAY,21,TRAIN,PE1,538,2603
2025-03,WEEKDAY,14,TRAIN,BP5,1987,2122
2025-03,WEEKENDS/HOLIDAY,9,TRAIN,SW3,1623,586
2025-03,WEEKENDS/HOLIDAY,18,TRAIN,NS27/CE2/TE20,2830,3589
2025-03,WEEKDAY,20,TRAIN,BP12,1546,3448
2025-03,WEEKENDS/HOLIDAY,13,TRAIN,SE3,1718,1533
2025-03,WEEKDAY,12,TRAIN,NE11,12334,12977
2025-03,WEEKDAY,22,TRAIN,EW2/DT32,25955,45684
2025-03,WEEKENDS/HOLIDAY,16,TRAIN,NE18,7472,7552
2025-03,WEEKDAY,0,TRAIN,PW4,82,542
2025-03,WEEKDAY,17,TRAIN,TE1,14238,3875
2025-03,WEEKDAY,12,TRAIN,DT7,3369,3085
2025-03,WEEKENDS/HOLIDAY,8,TRAIN,SW7,1667,550
2025-03,WEEKDAY,15,TRAIN,BP6/DT1,26910,34992
2025-03,WEEKENDS/HOLIDAY,6,TRAIN,PW1,14,206
2025-03,WEEKDAY,16,TRAIN,NS2,24968,33303
2025-03,WEEKDAY,23,TRAIN,TE11,783,1852
2025-03,WEEKDAY,5,TRAIN,SW6,1821,80
2025-03,WEEKENDS/HOLIDAY,9,TRAIN,EW11,8556,8431
2025-03,WEEKDAY,5,TRAIN,EW3,4525,360
2025-03,WEEKENDS/HOLIDAY,7,TRAIN,DT30,3658,1711
2025-03,WEEKENDS/HOLIDAY,9,TRAIN,TE19,833,2328
2025-03,WEEKDAY,18,TRAIN,EW32,19436,5320
2025-03,WEEKENDS/HOLIDAY,16,TRAIN,EW3,9680,10612
2025-03,WEEKDAY,21,TRAIN,DT10,2343,2998
2025-03,WEEKENDS/HOLIDAY,7,TRAIN,PE5,2603,657
2025-03,WEEKDAY,13,TRAIN,CC4/DT15,24773,24945
2025-03,WEEKDAY,19,TRAIN,PW1,2804,2606
2025-03,WEEKENDS/HOLIDAY,8,TRAIN,PE5,4033,1325
2025-03,WEEKDAY,18,TRAIN,NE9,59840,49564
2025-03,WEEKENDS/HOLIDAY,16,TRAIN,EW11,10977,11161
2025-03,WEEKENDS/HOLIDAY,14,TRAIN,PE6,4595,4535
2025-03,WEEKDAY,14,TRAIN,EW33,2187,2040
2025-03,WEEKDAY,23,TRAIN,DT33,1357,13451
2025-03,WEEKENDS/HOLIDAY,20,TRAIN,DT30,1941,5419
2025-03,WEEKENDS/HOLIDAY,10,TRAIN,NS11,26661,12039
2025-03,WEEKENDS/HOLIDAY,8,TRAIN,CE1/DT16,5291,16110
2025-03,WEEKENDS/HOLIDAY,22,TRAIN,BP11,244,1652
2025-03,WEEKDAY,13,TRAIN,PW3,1921,1185
2025-03,WEEKDAY,9,TRAIN,TE14/NS22,21578,118087
2025-03,WEEKDAY,8,TRAIN,TE5,17940,7635
